customer_id,related_customer_id,relationship_type,risk_weight,is_active
M!<Fj7xd,Mm<j&)C2,same_employer,0.577,false
5<$mS)80,5<$gS%(M,same_employer,0.599,true
gSk8%rjj,5!yFV)C2,same_employer,0.503,true
gXkm&(jd,gXk@SB(d,same_employer,0.55,true
5<c$V)jb,5<c6Vy1d,same_employer,0.38,true
go(zm%$K,go(*DB$M,same_employer,0.408,true
5vLFj((0,5vLz0B18,same_employer,0.474,true
F%k@j%ed,5Sy6j(10,same_employer,0.406,false
5!kz0Bxd,5!kFmy12,same_employer,0.474,true
F%<60((2,5m$mV($b,same_employer,0.578,true
goHz&(zb,5%$j&rj3,same_employer,0.373,true
5mF60r(&,5mFzn&eM,same_employer,0.523,true
5X%g0q(d,5Xk$%&J8,same_employer,0.381,true
gXL*V7$d,gXFgSBx2,same_employer,0.383,true
5v%z0$8K,5v%z0)1d,same_employer,0.495,false
5Xc6bB(2,g&%F&r(K,same_employer,0.506,true
5XymS7Jj,5XyFjq8d,same_employer,0.528,false
5SF@V&C2,gXy$V$e3,same_employer,0.334,true
5%LF0(1M,jX%zmB$&,same_employer,0.333,true
5mHjV)ed,g<kz0%83,same_employer,0.461,true
5%H*%Bz2,g%y$brxb,same_employer,0.526,true
iXyFS(1&,gmkjj$jb,same_employer,0.541,true
gmLF%&8M,gmLzjy$8,same_employer,0.335,true
9ScFm%jj,5mHjD7zK,same_employer,0.534,true
5&%zS&zj,5&%zS&jd,same_employer,0.459,true
5X%$j$$M,5X<znqJj,same_employer,0.381,true
5X<jjrx2,5XkF0$C&,same_employer,0.371,true
g%cFD(eb,g%cFD)x0,same_employer,0.6,true
5%c$&qzd,5%c$m&j3,same_employer,0.581,true
g%L$j)e&,g%L6my(b,same_employer,0.333,true
g&HFb&$3,g&HFn(jj,same_employer,0.569,false
5X<$byC0,5Xy*nye0,same_employer,0.422,true
9Xyj&)(8,m<FjS((j,same_employer,0.464,true
g%<Fb((3,5%$jbrC0,same_employer,0.439,true
5XkFb)(M,5XkFb%Jj,same_employer,0.435,true
gX(Fb&(b,gX(FS)z&,same_employer,0.499,true
5X%mj(x3,5SFFj780,same_employer,0.449,false
5XkFb%Jj,5XkFn7xj,same_employer,0.506,false
m<Fzb(1d,m%(z&B(8,same_employer,0.56,true
iS<j%7CM,iX<zV&e&,same_employer,0.324,true
go(*DBjM,go(z&y$b,same_employer,0.518,true
5m%6%7J&,5m%8j((0,same_employer,0.593,true
5!HFj%xb,5!kzbqj2,same_employer,0.579,true
gSHF%$xj,gSHFS%z0,same_employer,0.506,true
5X<@S(C&,5XkzDB8b,same_employer,0.489,true
FX<$D7z0,FX<$j&zM,same_employer,0.432,true
5X<$m&jd,gX$g0$zb,same_employer,0.47,true
5oH$V&e&,5oHz&(z8,same_employer,0.329,true
gXHzm782,gXHFb)Cd,same_employer,0.532,true
5mLzm71&,5mLzmyJ8,same_employer,0.476,true
gv(Fnrzb,X&<F&)(0,same_employer,0.394,false
5&y$0&Jj,5&y$0r1&,same_employer,0.396,false
gmFzmrj&,gmFzmqzj,same_employer,0.508,true
FX$8n)Jd,FX$F%Bjd,same_employer,0.574,true
5#(6D%Jd,gX%$%($&,same_employer,0.569,true
5XF$D%j8,5X(j%(xM,same_employer,0.383,true
5X<mV$CK,FX%mj$80,same_employer,0.394,true
5S<z&7J8,5S<@&%x0,same_employer,0.334,true
5m<jmB8j,g<L$0)8&,same_employer,0.445,true
g<yFmB(j,g<yFS&(&,same_employer,0.554,true
F%$$DBx2,F%$$D%$3,same_employer,0.436,true
5X%mb%xj,5Xy8S&8K,same_employer,0.528,true
5SLzVyzj,g#kFVqCK,same_employer,0.391,true
gX%jD(1j,5#(6D%Jd,same_employer,0.418,false
5&(FDyJM,5&(FD((d,same_employer,0.445,true
NXLzb&$d,MokF&)88,same_employer,0.496,true
gmLz%r8M,gmLz0qjK,same_employer,0.505,false
5XF$n(z&,5Xc8%yCM,same_employer,0.559,false
5X%mb%xj,5X%@S((8,same_employer,0.402,true
5vFFV($3,9X<8j$$2,same_employer,0.315,false
5%%8jr(M,5%%6m($j,same_employer,0.537,true
g%cFD7zK,g%cj&%83,same_employer,0.389,false
go<z&rj8,go<$j7(3,same_employer,0.329,true
5Xy*DrzK,NS<8jr1d,same_employer,0.453,true
5%(g%$zK,5%(8DBz0,same_employer,0.551,true
5%c$D((&,5%czbr$2,same_employer,0.511,true
5oH$V)x&,5oHgV710,same_employer,0.499,true
5!$F&%e&,5!$F0)J2,same_employer,0.505,false
M&($D(j8,M&($0)(K,same_employer,0.44,true
gm($&7zj,gm($SqJM,same_employer,0.377,true
g%c6b%$8,g%cFD(eb,same_employer,0.464,true
gok@0yzb,gok8%710,same_employer,0.446,true
MSkF0r(8,MSkF0$1&,same_employer,0.333,true
5vy60BjK,5vy6j$J0,same_employer,0.455,false
gocFjBj8,9!y6S(e3,same_employer,0.449,true
g<HzD&10,9X<*07C0,same_employer,0.495,true
5Xy$&$83,5S<Fn&(2,same_employer,0.32,true
gvFFj$j2,gvFFD)1M,same_employer,0.369,true
g!F$&)18,5mc$j)C8,same_employer,0.529,true
5S<Fn7z8,5S<jSqjj,same_employer,0.577,true
5X<FVqx3,5X<@&&C3,same_employer,0.574,false
5oLFSrC3,5oL$b%j8,same_employer,0.573,true
gSHzm7(2,gSHz0(1&,same_employer,0.378,true
gok8m7x&,gok8V$eM,same_employer,0.463,true
g%HFb710,g%HFD%jK,same_employer,0.358,false
X#HF%yjj,X#kFmBJb,same_employer,0.548,true
X&<z07(d,X&<FV$x3,same_employer,0.451,true
MXy6j$e3,MXy*b%zK,same_employer,0.385,false
5Sy@bBCb,F%kgm&(3,same_employer,0.312,true
MS%Fj$x0,MS%F0Bjj,same_employer,0.471,true
Fo%m0%zj,Fo%mDr8d,same_employer,0.446,true
5vFF0(Jj,5mcgm7j2,same_employer,0.528,true
gv(Fj%Jd,gv(F0yzb,same_employer,0.401,true
F&<Fm7xM,gX(FS((8,same_employer,0.544,true
gXFgV7z2,mmF*0qj&,same_employer,0.309,true
5mc6&(j&,5&kz%&j&,same_employer,0.584,true
5X%6b%j2,5XygDBxK,same_employer,0.49,true
5X<mmy8M,5X<jjrx2,same_employer,0.311,true
g!y$m&$2,g!yF%7(d,same_employer,0.54,true
go$F%(z0,go$Fnq82,same_employer,0.533,false
5<$gS%(M,5<$mS)C&,same_employer,0.452,true
g!F$&rj0,g!F$&%xK,same_employer,0.598,true
5<k6m%$3,5<kzn)jj,same_employer,0.424,false
g%czjrCd,g%cFD7zK,same_employer,0.449,true
go<z&&e&,go<z&rj8,same_employer,0.504,true
5<FF%%8K,5<FFD$xb,same_employer,0.372,true
g!<$VyJ&,g!<FmB12,same_employer,0.591,true
gXkmS7C0,5mF8nyx&,same_employer,0.514,true
5<<F0q1M,5<<$&%xM,same_employer,0.329,true
5XFFSyxM,5oH@b(z8,same_employer,0.441,false
g%cFj&8K,g%cF&qe&,same_employer,0.366,true
FS<zn($K,FS<8m(CM,same_employer,0.306,true
go<z&yz2,5mL8m)J3,same_employer,0.373,true
5!cFV7JK,5!cFS(Cb,same_employer,0.55,false
g%F6b7(0,g%FFj&zd,same_employer,0.533,true
5!L60%8j,5X%j0rxb,same_employer,0.387,true
gvkFb)$j,gvkF&(C&,same_employer,0.472,true
9XyjD((M,9Xy8&&z2,same_employer,0.468,false
5!cFS(C8,5!c$DB1j,same_employer,0.355,true
F%<@j(e&,F%y$&%eM,same_employer,0.401,true
gvLFbBC8,gvLFn&Cj,same_employer,0.369,true
5X<Fj&JK,5X<$Vq(M,same_employer,0.49,true
5!Hzj(1b,5!HzjrzM,same_employer,0.543,false
5<<zS((K,5S<$V71j,same_employer,0.562,true
gv(Fj%x3,gv(Fny80,same_employer,0.596,true
g#cmb(83,5SFF&%Jb,same_employer,0.434,true
5vLFj((0,5S(gb712,same_employer,0.407,false
5%ym0(C&,5%yg0)x&,same_employer,0.435,true
5XygmB(&,5X%FmB(d,same_employer,0.549,true
5X%$jq83,5X<$br8&,same_employer,0.327,true
5%Fjbr1j,5%F$S)1b,same_employer,0.585,true
5Xyg%yzK,5Xkz0y$0,same_employer,0.566,false
5%<$n&8j,5%<zb(z8,same_employer,0.493,true
N<(z0)$K,N<<$%((0,same_employer,0.582,true
FS<Fb7j&,F<<FS&e&,same_employer,0.564,true
iX<zV)C0,iSFjmqx8,same_employer,0.48,true
5mHjV)ed,9XkzSr82,same_employer,0.451,true
5&LF%q12,j#HFby$&,same_employer,0.365,false
5%($V78M,5%(@&(82,same_employer,0.519,false
g%yFS%zj,5Xk$0q$d,same_employer,0.381,true
gScFbq8d,gSc$m7$b,same_employer,0.597,true
5X(j0q1b,5XFg0Bz&,same_employer,0.59,true
5SFF%qeb,5SFjVq88,same_employer,0.342,true
5X<*jy$b,5X(Fm)$K,same_employer,0.327,true
NS<FVqx&,FvHF0$jM,same_employer,0.404,true
9ScFm%eb,5mHgD%$0,same_employer,0.408,true
5Xy*V%jK,5Xy6D)18,same_employer,0.439,false
5%k8DrC3,5%kzS(jj,same_employer,0.594,true
gmczmr(d,gmcF%$J3,same_employer,0.404,true
mm<6bBJj,go(*Dq1b,same_employer,0.497,false
5%%80r1d,5%%Fm$z&,same_employer,0.548,true
5oL@br10,5X%zDB$8,same_employer,0.351,true
5okj&($b,5ok@n7(K,same_employer,0.582,false
5mF@S(1j,5vcmn)jM,same_employer,0.377,true
5XkF%)8K,5Xymn)8b,same_employer,0.565,true
5#Hzb$$&,5#Hjmy1j,same_employer,0.584,false
gScF&)$M,gScFV%Jb,same_employer,0.406,true
m<F$%7x3,g!kF0q80,same_employer,0.495,true
5<cFnr(0,5<cjmrjM,same_employer,0.449,false
5<$$D(8b,5<$mS)C&,same_employer,0.466,true
F%y$jy(3,5m$$%)$3,same_employer,0.546,true
5%kF%qJd,5%kFb((b,same_employer,0.384,true
5v$gm$(d,5SL6brj3,same_employer,0.524,false
g&(FmyCj,g&(Fn7z8,same_employer,0.507,true
5#k$b%8b,g<L@0yC&,same_employer,0.552,true
g<kF&(8j,g<kFD(z&,same_employer,0.508,true
gX(@0B1K,gX(F&y$0,same_employer,0.528,true
9S<z&(xM,9S<zj(xM,same_employer,0.307,false
N<<6DBeM,N<<zDrJ&,same_employer,0.548,true
gvyFj(jK,gvy6mr80,same_employer,0.36,true
gvcFb7$b,gvcFD($j,same_employer,0.551,false
mSF*&$C&,joczb7x3,same_employer,0.38,true
5&yz0&8K,5&y$078M,same_employer,0.572,false
g%cFD)x0,g%c6b%$8,same_employer,0.57,true
9S<zV)jd,9S<FD&z8,same_employer,0.321,true
g<HFD(Cb,g<HFDq1K,same_employer,0.451,true
gX%80%e0,gmFFn$JM,same_employer,0.6,true
gmLz%r8M,gmLzjy$8,same_employer,0.51,true
5SHzD(10,5SH*Vr(2,same_employer,0.354,true
g%(jm&1&,g%(jmq(K,same_employer,0.36,true
g<c6&7eM,g<c6&7e0,same_employer,0.495,true
5X(8by8d,g&kF&q1M,same_employer,0.316,true
9X(F&)xj,MXLFm)(8,same_employer,0.577,true
5X%jD78M,5X<@S7j2,same_employer,0.599,true
9!y8V$1&,gocF0&$j,same_employer,0.431,false
X#kFmB10,X#%FmB(b,same_employer,0.352,true
5%%$D(18,5%%@Dq1j,same_employer,0.507,true
g#<6my82,5&%z%q$2,same_employer,0.333,true
XX<807zd,iSF60BJ2,same_employer,0.527,false
5XFzm(xM,5XF$D%j8,same_employer,0.317,false
5Xym%780,5Xy*m(x8,same_employer,0.332,false
go$z0q$3,go$60rJ3,same_employer,0.493,true
5&<FV&jb,jXkFmy(j,same_employer,0.319,true
5&k6S&8d,5&kjb7xK,same_employer,0.458,true
5&cz&&8M,5&c$j)(8,same_employer,0.553,true
5ok8jq(M,5!cFSrx0,same_employer,0.423,false
5X%8mr(&,5X%jn)(&,same_employer,0.337,false
g&HF0yJ3,5S($Vy$K,same_employer,0.562,false
iS<zj(z0,iXFFmB(K,same_employer,0.364,true
g!y$0(J3,g!yF%%jK,same_employer,0.419,false
FokFbyj3,Fokzn(JM,same_employer,0.426,true
5mHjD)8b,5mH8Drx&,same_employer,0.6,true
Nm<Fm$zd,m%km07e&,same_employer,0.396,true
5<$$0(8&,iXkz0r$8,same_employer,0.5,true
5oc$Vq(d,5oc6m78d,same_employer,0.552,true
5vcm&)J0,5mF8V$Jb,same_employer,0.385,true
ivc6&&CM,5SkjV718,same_employer,0.444,true
gX$g0$zb,gXkmn%xj,same_employer,0.301,true
5X%$Dqjj,5X<jDyj3,same_employer,0.408,true
5&%zbyz&,5&%zS&j3,same_employer,0.413,true
5!L60%8j,5!L6Dqej,same_employer,0.581,true
5Xk60)$K,5XkFm$C3,same_employer,0.314,true
5v%zS%x3,5v%z0$$3,same_employer,0.505,true
5XkFj(1b,5Xy*%&e0,same_employer,0.555,true
g#<6&ye&,5SLm&%83,same_employer,0.365,true
gvHFD$J&,gvHF&)eM,same_employer,0.417,true
5XyFjqjd,5X<6m(x0,same_employer,0.517,true
F%$z0qxj,F%$$D)(&,same_employer,0.416,false
5Xk$D)82,5XyFjyCM,same_employer,0.428,true
N<<F&yxj,gm$F0((d,same_employer,0.352,true
gScFV%Jb,gScF&713,same_employer,0.302,true
5mcjVyz0,5&kFn)e3,same_employer,0.314,true
5%k$DyzK,5%kFb)j0,same_employer,0.484,true
5SL6Vy(0,5SL6SBxM,same_employer,0.429,true
9X<zm(j8,MSy6n&1d,same_employer,0.425,true
5&%F%)$b,5&%z0)J3,same_employer,0.347,true
gvkF%$13,gvkFbq$d,same_employer,0.433,false
g#c*Sqzb,5SFzmy1d,same_employer,0.393,true
5%%8j7Cj,5%%8j7xM,same_employer,0.435,true
gXkmbr(K,gXkmb)10,same_employer,0.462,true
5X%@nq(3,5X%@n(e&,same_employer,0.541,true
5vLF0)(M,gmLFn&$K,same_employer,0.582,true
5&<F&B(b,jXkFm(x8,same_employer,0.573,true
5#yzmyJd,5#yz0%xd,same_employer,0.439,true
gSFFDyed,gSFFD(xd,same_employer,0.381,true
gXy60%e3,gXyjS)Jb,same_employer,0.452,true
gmH$n&e2,gmH6j7J&,same_employer,0.511,true
5SH8jr10,M<LFDq88,same_employer,0.523,true
m#%zmy82,FokF&%x&,same_employer,0.321,true
5X<Fj$$M,5X<*Sq13,same_employer,0.414,false
g%FF0ye8,gmcz07CK,same_employer,0.341,true
FXkF&B83,FXkz0)x3,same_employer,0.546,true
go<$j7(3,go<FSqz&,same_employer,0.467,false
F%$zD$1K,F%$zD$x2,same_employer,0.345,false
9X%*my(8,9Xyjb)jM,same_employer,0.392,false
5o%zVq1K,Xv%jmyxM,same_employer,0.55,false
gS%6S%(K,gv%*%%x0,same_employer,0.386,true
5mc*Vrz0,5mc@n)13,same_employer,0.537,true
g%%FD(1&,g%%80&1b,same_employer,0.515,true
M&<FjyeM,5XLmn%$&,same_employer,0.341,false
5vHzD(1j,g!F$&&e8,same_employer,0.522,true
M#<F0%$j,Fo%@D7zj,same_employer,0.541,true
imcF&qzj,imcFj%(M,same_employer,0.392,true
5S(jVr1j,5S(j0$x0,same_employer,0.54,false
M&(jj(83,M&(F0rJ&,same_employer,0.528,true
5ok@&(CK,5ok@07j&,same_employer,0.369,true
9!y$mBCb,9!yjn&e8,same_employer,0.466,true
FS<j%7x2,g&yF%7x0,same_employer,0.565,false
F%<z%$82,F%<zV&xK,same_employer,0.585,false
5m<6V($&,FX%mDrCK,same_employer,0.302,true
X#%Fmy8d,X#%F071b,same_employer,0.4,false
5SLg%q1d,5SL8jB1j,same_employer,0.578,true
gSkFbqxK,gSkF&qC2,same_employer,0.431,true
F%k*%7zb,F%FFm783,same_employer,0.437,true
5Xy*&(8K,5Xyzm$(0,same_employer,0.548,true
gmk@n$eK,gmkjj)zM,same_employer,0.586,true
5S($07z0,5S(zVr(&,same_employer,0.517,true
ivcgD%(M,5S%gnqJM,same_employer,0.373,false
N<<z&y8K,g<yFjy8b,same_employer,0.461,true
iX<$&7e0,iXFzmr(j,same_employer,0.569,false
5#yzmyJd,5#y$%rCb,same_employer,0.546,true
gXy*%7Cb,gv<6b)$8,same_employer,0.33,true
MS%F0B8K,MSkF0$1&,same_employer,0.563,false
5Xym%yj3,FXkFb%1b,same_employer,0.46,true
5X%zj%zM,5X%@S)8j,same_employer,0.483,false
X!<$D$1d,X!<$Sqe8,same_employer,0.306,true
5X%F&Be0,5X%Fb7$2,same_employer,0.416,true
gmFzm)Jd,5XFmS%jb,same_employer,0.433,true
5&%zS&jd,5&%zS(8K,same_employer,0.313,true
F%<@S&ed,F%<@%(CK,same_employer,0.349,true
FokF&%x&,Fo%m0%jd,same_employer,0.455,true
5X<Fj7e2,5X%Fb$e&,same_employer,0.579,true
g&%z0%ed,g&%zjy$3,same_employer,0.569,false
g%kzjr$8,5vyzj&eK,same_employer,0.326,true
gvkF%$13,5mF@&)$&,same_employer,0.424,true
FmH8D($M,5m%*nyjj,same_employer,0.437,true
jmyjj$z2,jmyj0%zd,same_employer,0.362,true
5X<jDyj3,5X<607z3,same_employer,0.319,true
5!y*&)(d,5%%60y$j,same_employer,0.39,true
Fo%zV$$K,FoyF%$(&,same_employer,0.523,true
g%cFj&(8,g%c@&7jb,same_employer,0.392,true
g!cFbBCM,g!czV(1j,same_employer,0.485,true
m<%zDrjM,mm(@jy1K,same_employer,0.328,false
5X<$m)jM,5X<$jrxd,same_employer,0.544,true
g<L6mBC&,g<L6mBe0,same_employer,0.462,false
5oy60r8M,m%k$&qx2,same_employer,0.336,true
gXy$j)10,gXy$Vy(M,same_employer,0.568,true
5#k$b&Cd,5#k$b&z0,same_employer,0.365,true
5!F$&)(8,5!F$&)8d,same_employer,0.374,true
g!kzm&eK,g!k$&((M,same_employer,0.431,true
5o<@b$$3,5#Ljm7$8,same_employer,0.502,true
gX%g%%eM,gXkzV7zd,same_employer,0.362,true
g<czmB1b,5oy6jr(0,same_employer,0.486,false
gvkF&rjK,gvkF%718,same_employer,0.51,true
m%y$&qxd,g!%Fm%(M,same_employer,0.549,true
5X%zSqz2,5X%zS$Cd,same_employer,0.494,true
gvcF%%Cj,gvcF&q(8,same_employer,0.356,false
5&czV(CK,gX%gS7eK,same_employer,0.396,true
5S(zb&zK,5S(z&yzj,same_employer,0.4,false
5X%6n$eM,5Xyzb$$M,same_employer,0.599,true
F%k*%7zb,F%kgn)18,same_employer,0.372,true
g%cFD)j&,g%c6b(82,same_employer,0.401,true
5S%@0yxK,5S%6%%jj,same_employer,0.554,false
m%km&&$M,m%km&78K,same_employer,0.424,true
5&kzSq(8,5SF@0$8M,same_employer,0.459,false
5o$zSyj3,5o$zD$1d,same_employer,0.329,true
5X(j0%8K,5#cFm%Jb,same_employer,0.4,false
5o<8VBCK,5Xy@0rC0,same_employer,0.392,true
FXk$m)8d,m%y$VBj&,same_employer,0.332,true
5m<$n)x&,5m<jDBjj,same_employer,0.417,true
g#LFjr1d,g#LFjq8j,same_employer,0.352,true
5#H8nrz2,5#HzVr$&,same_employer,0.376,true
g<<zS(j&,g<<F%71b,same_employer,0.493,true
gXHFS)JM,5XLz%%1d,same_employer,0.396,true
NS<*0&CK,FS<@jB1K,same_employer,0.374,true
5ocj0)$2,5oc$Vqx0,same_employer,0.55,true
gv$FV)(0,gv$F&%83,same_employer,0.445,true
5XH@brCd,5XH@bqxj,same_employer,0.59,true
5Xkzj7x2,5X<F07(M,same_employer,0.389,true
gXczj(83,i<<F&%J3,same_employer,0.383,true
5mL@nBC0,5mL@%&13,same_employer,0.407,false
g#cF0(eM,g#cF0B(M,same_employer,0.392,true
5Xy*nB1K,5X%zDy13,same_employer,0.59,true
5Sy@0)1b,5m%@D)12,same_employer,0.335,true
5mL80yxK,go<z&y83,same_employer,0.476,true
gmH6S($2,F!$jn)zb,same_employer,0.338,true
N<<zDrJ&,N<%8jre8,same_employer,0.34,true
5XkzSq$K,5X%gm&j0,same_employer,0.335,false
5oHFbrj2,5oH$j($&,same_employer,0.311,true
5oH@mqz8,5oHz&(z8,same_employer,0.598,true
5#yzmq(8,NXL$D&x8,same_employer,0.568,false
gvcFD($K,gvcF%788,same_employer,0.328,false
5X<6byed,5X<6V$1d,same_employer,0.511,true
5<%zVy80,9Xk6V$(2,same_employer,0.413,false
j%HFm%$2,5m<60BCj,same_employer,0.376,false
5X<6V$x0,5X<@SyzM,same_employer,0.429,true
g<yFjB$&,g<yFD%(M,same_employer,0.411,true
gSk8%qjM,gSk8ny$2,same_employer,0.496,true
5my$j(z0,5myFD)$8,same_employer,0.383,false
5Xkzb%j2,5X%gVqCj,same_employer,0.496,false
gvy60B(3,5SLjn$jd,same_employer,0.577,false
m<F*nqCK,m<FFSqJ3,same_employer,0.309,false
5m<zVr10,FXkFSy8j,same_employer,0.504,true
F%k@jq(0,F%k@07$2,same_employer,0.353,true
M<LzS(J8,5SH8%B8K,same_employer,0.538,true
5oc$V%jK,5ocj&BCd,same_employer,0.487,true
F!y*%y(2,Fo<mj(82,same_employer,0.485,true
goFF%(1j,goFF%Bj0,same_employer,0.415,false
Xmcz&%$j,X&<FVyC8,same_employer,0.454,true
5%(8&$x&,5%(8&%CK,same_employer,0.34,true
gXkmbrCj,gXkm&(z2,same_employer,0.431,true
5oc6m%xM,5oc$Vq(d,same_employer,0.311,true
5o<*&Bx3,5Xkm&Bzd,same_employer,0.328,false
F!<jjqJ2,Fo<@n7$M,same_employer,0.445,false
M&(zb%z&,M&($D(j8,same_employer,0.402,false
5Xk$&&e2,5Xy*Vqxb,same_employer,0.493,true
F%kjD$ej,F%k@07$2,same_employer,0.408,true
gX(F&yJ3,gX(FDrx&,same_employer,0.396,true
5vLFD%JM,5vLF%Bx0,same_employer,0.434,true
5oH$SreM,5oHzmreb,same_employer,0.547,true
go(*DBx8,go(zm%$K,same_employer,0.533,true
gXy$V$88,iX<mm&e3,same_employer,0.391,true
g&y$%%jK,g&y607eM,same_employer,0.357,true
5%c$&(8b,5%c60$8b,same_employer,0.38,true
5vLzmyCj,5vLFj&CK,same_employer,0.555,false
gvy6mr82,gvyFj(jK,same_employer,0.43,true
5X%zSqz2,5X<8V(8&,same_employer,0.518,true
5S(mbre2,5%c$&($d,same_employer,0.395,false
F%k@mqeK,F%k@mq10,same_employer,0.333,true
g!yzm$e2,g!yzb$x0,same_employer,0.316,true
5%Fjm7z8,5%F$S)1b,same_employer,0.498,false
5Xy*b$J&,FS<6S&1d,same_employer,0.538,true
g<<zmqzd,g<<F&yz3,same_employer,0.459,false
X!<6%rz8,gX<*V(e8,same_employer,0.506,false
5vk$j%J&,g%FF0q10,same_employer,0.595,true
F%kmD78b,F%$zDqzM,same_employer,0.316,true
5Xkz0y$0,5X%6n(Jd,same_employer,0.423,false
g!F$&&e0,g!F$&&eM,same_employer,0.382,true
5S<Fn&j0,5S<z&7J8,same_employer,0.481,true
iXyzj78b,gok@0($b,same_employer,0.406,true
j%kF0&J8,j%%Fmy$K,same_employer,0.33,true
g&kF&$8b,g&kFVqJb,same_employer,0.372,true
5v%$m)x&,5v%$m)(K,same_employer,0.492,true
FS<@jBjj,FS<@D%ej,same_employer,0.305,true
gok@m$zd,gokFb%eM,same_employer,0.416,true
5X(jnB$b,5XF8%q8M,same_employer,0.421,true
gSL8nBJj,gSL8jq8j,same_employer,0.524,true
5%$jb)(j,g%<Fbr80,same_employer,0.493,false
F%$zS)e3,5X$zb)zK,same_employer,0.418,false
F%$zDy$&,F%$zDB$2,same_employer,0.371,true
5Xkzj$ej,5XkFb%Jj,same_employer,0.322,true
gokFb%z0,gok@m$zd,same_employer,0.355,true
Fv%gDrC0,5!k6&qx8,same_employer,0.33,true
5!(6mr18,5!(FVy13,same_employer,0.564,true
5&LFjBx2,5&LF%q12,same_employer,0.538,true
joczb7x3,gm($&7zj,same_employer,0.494,true
5X<*VqCb,5XkzmB(8,same_employer,0.423,false
FX<$DrJj,FX<$V&1K,same_employer,0.478,true
gScF&713,gScF&)$M,same_employer,0.591,true
gXFFj$82,gXFzD)18,same_employer,0.402,true
Xv%F%y8M,5&czn(x2,same_employer,0.413,false
F!y*%y(2,Fo<@n7$M,same_employer,0.406,true
5&H6jB1&,5S%@0yxK,same_employer,0.477,true
gS<FmyzM,gS<F&&1M,same_employer,0.521,true
5o<*&Bx3,g%%FD(z0,same_employer,0.592,true
5X<jjBx3,5X%@j&J3,same_employer,0.413,false
5%H$0Bz3,g%y8&B(j,same_employer,0.414,true
5XyFjy(b,5X%jm%x&,same_employer,0.573,true
g<%Fj(Cd,g<%zDq(0,same_employer,0.32,true
5m<$bq(b,5m<zmyed,same_employer,0.419,true
5v%zmBJb,5v%zm(1&,same_employer,0.449,true
F%<@j(e&,F%<6Sr12,same_employer,0.456,false
Xv%jV$zM,XvkFb7x3,same_employer,0.349,true
5#HFS%zK,5#HFS%x0,same_employer,0.493,true
5&H6jB1&,5S%6%%jj,same_employer,0.344,true
Xv%@nyjM,Xv%@j78M,same_employer,0.321,false
5Xk6jq$M,5X%F&)10,same_employer,0.517,true
5!L6Dqej,5!L6jB(M,same_employer,0.307,true
5Xy*b$J&,FS<zj788,same_employer,0.344,true
gmH$j)e0,gmH$m$8b,same_employer,0.324,true
5mF@S((0,5vcmn)jM,same_employer,0.393,true
5<%zVy80,5<%$m7C3,same_employer,0.509,true
5X<zDqC0,5XkF%%(&,same_employer,0.55,true
gvkFb)j2,gvkF&((0,same_employer,0.47,true
5X$zb)zK,5X$$0rJ3,same_employer,0.573,true
MmkFm$1K,Mm%F&%8&,same_employer,0.446,true
X!<$D$J&,5ok6m)10,same_employer,0.402,true
5<kzb$C&,5<kzbr$0,same_employer,0.309,true
g!<$0%z&,g!<FmB12,same_employer,0.516,true
5S(FnrJ3,5S(zSqC3,same_employer,0.594,true
Xmczn$J0,5o%6SBC3,same_employer,0.542,true
5%LF%&Cb,Fo<$&qxK,same_employer,0.505,true
5X(8VB1K,g%(jm&1&,same_employer,0.541,false
5m<6jB1&,g<L6mBe0,same_employer,0.349,true
5XkFb71b,5X%z0$e0,same_employer,0.376,true
MS%F0B13,MS%F0Bx0,same_employer,0.529,true
5X%jmyj0,5X%j0%$b,same_employer,0.371,true
gmFFVyJ0,gX<zD)x&,same_employer,0.401,true
5#<F0$Jb,5#<j07$8,same_employer,0.3,true
Fm(F&7J3,gm($D$zb,same_employer,0.307,false
g<kFb7(b,9Xk$V$e0,same_employer,0.485,true
5v%z0)z2,5v%z0$$K,same_employer,0.54,true
5%yg0r1j,5%yjn)$8,same_employer,0.518,true
m!LFn7CK,m!LF&reK,same_employer,0.386,false
g%c6bq1M,g%c$0Beb,same_employer,0.558,false
5%(8Dqe3,F%k*07CM,same_employer,0.554,true
FX%@&yzK,g<L$m$e0,same_employer,0.323,true
g<HFD(xj,g<HFD(Cb,same_employer,0.429,false
5XLjn713,5XLj0qz8,same_employer,0.31,true
gmHFjre&,gmHFjq80,same_employer,0.376,true
FS<6n7z2,5XygS7x8,same_employer,0.41,true
FS<6nqC2,FS<@jBjM,same_employer,0.543,true
gmHFjre&,FS<$b%J&,same_employer,0.465,true
m<Fgn&8K,mo<@&7(M,same_employer,0.503,false
5%H$j%C2,g%k$nrJ8,same_employer,0.354,true
5X<FD&12,5Xygb$e2,same_employer,0.349,false
5Xkzmqe8,5XkFb)(M,same_employer,0.409,true
g%cFD&1d,g%cFD)j&,same_employer,0.323,false
5%HzD&J3,g%kjVBe&,same_employer,0.524,true
5vHFm&x&,5vHzmr$b,same_employer,0.313,true
g<yFD%zd,g<yFjB(8,same_employer,0.531,true
m%k@%$$0,m%kmDq8d,same_employer,0.501,false
5Xc$D7xd,iXyFS(1&,same_employer,0.366,false
X!<6Vr(M,5oFj0y(&,same_employer,0.322,true
gSy$m((8,5!ygm)JK,same_employer,0.469,true
