customer_id,snapshot_date,age_band,gender,city,district,branch_code,branch_name,customer_tenure_months,occupation_category,income_band,customer_type,total_accounts,has_savings,has_current_account,has_deposit,has_loan,has_mobile_banking,has_internet_banking,product_holding_count,avg_savings_balance_3m,avg_deposit_balance_3m,total_deposit_balance,outstanding_loan_balance,monthly_avg_transaction_amount,monthly_transaction_count,days_since_last_transaction,active_months_last_6m,debit_transaction_count_3m,credit_transaction_count_3m,digital_login_count_3m,atm_transaction_count_3m,branch_transaction_count_3m,customer_segment,segment_description,segment_score,dormant_flag,dormant_risk_level,dormant_probability,dormant_reason_code,recommended_campaign,recommended_channel,next_best_action,credit_score,credit_risk_label,churn_probability,churn_risk_label,loan_type,digital_banking_adoption,lat,lng,segmentation_model_version,dormant_model_version,scoring_timestamp
CUST000004101,2026-06-01,56-65,F,Mataram,Mataram,BXY414,Cabang Mataram,69,Pensiunan,25-50jt,SME,2,True,False,True,True,False,False,1,26963565.89,25658422.53,25706044.46,19416530.59,11797542.59,77,10,5,182,141,13,15,0,Mass Retail,Nasabah retail umum dengan transaksi reguler,0.8846,False,LOW,0.1151,MATURED_DEPOSIT,SME Advisory,Call Center,Lakukan engagement sesuai segmentasi dan perilaku transaksi.,662,FAIR,0.2141,LOW,KPR,None,-8.559121,116.12765,segmentation-kmeans-v2,dormant-xgboost-v2,2026-06-24 14:40:48
CUST000004102,2026-06-01,>65,M,Madiun,Madiun,BXY922,Cabang Madiun,160,UMKM,5-10jt,SME,3,True,False,True,True,False,False,3,32161100.51,26637862.02,26180076.91,31521030.0,5187698.4,47,90,4,67,38,6,46,3,Mass Retail,Nasabah retail umum dengan transaksi reguler,0.6667,False,LOW,0.2609,NO_DIGITAL_LOGIN,Reaktivasi Dormant,Relationship Manager,Lakukan engagement sesuai segmentasi dan perilaku transaksi.,745,FAIR,0.3228,LOW,KKB,None,-7.595681,111.537187,segmentation-kmeans-v2,dormant-xgboost-v2,2026-06-24 14:40:48
CUST000004103,2026-06-01,>65,F,Surabaya,Surabaya,BXY619,Cabang Basuki Rahmat,219,Wiraswasta,25-50jt,SME,6,True,False,True,True,True,True,3,10227905.16,22733295.17,21741433.9,1859211778.27,6579271.98,29,14,5,31,69,10,36,7,Credit Heavy,Nasabah dengan eksposur pinjaman tinggi,0.8981,False,LOW,0.0484,NO_DIGITAL_LOGIN,Loan Restructure Outreach,SMS Campaign,Lakukan engagement sesuai segmentasi dan perilaku transaksi.,456,BAD,0.1836,LOW,KPR,Passive,-7.30745,112.798449,segmentation-kmeans-v2,dormant-xgboost-v2,2026-06-24 14:40:48
CUST000004104,2026-06-01,18-25,F,Palembang,Palembang,BXY655,Cabang Palembang,138,UMKM,25-50jt,SME,5,True,True,True,True,True,False,4,8338703.98,59823416.03,71955176.02,62008829.25,6546594.02,53,14,4,41,53,49,16,6,Digital Active,Nasabah aktif di channel digital,0.7571,False,LOW,0.1702,NORMAL_ACTIVITY,Upgrade Digital Banking,Mobile Banking,Dorong penggunaan fitur digital dan transaksi rutin.,557,POOR,0.0,LOW,KTA,Active,-3.018776,104.763726,segmentation-kmeans-v2,dormant-xgboost-v2,2026-06-24 14:40:48
CUST000004105,2026-06-01,46-55,F,Makassar,Makassar,BXY927,Cabang Makassar Sudirman,186,Profesional,25-50jt,Individual,4,True,False,True,True,False,False,3,17457099.06,37359651.51,39468618.27,11826391.85,2414616.13,27,16,6,66,66,14,34,8,Mass Retail,Nasabah retail umum dengan transaksi reguler,0.7052,False,LOW,0.0331,NORMAL_ACTIVITY,Cross-sell Deposito,Call Center,Lakukan engagement sesuai segmentasi dan perilaku transaksi.,619,POOR,0.0053,LOW,KPR,None,-5.105218,119.428307,segmentation-kmeans-v2,dormant-xgboost-v2,2026-06-24 14:40:48
CUST000004106,2026-06-01,56-65,M,Medan,Medan,BXY403,Cabang Medan Gatsu,239,Pelajar,>50jt,SME,2,True,True,True,True,False,False,5,5918697.87,53019846.95,58433426.19,2219219829.51,9324706.92,61,9,5,113,47,0,7,6,Credit Heavy,Nasabah dengan eksposur pinjaman tinggi,0.7105,False,LOW,0.2334,MATURED_DEPOSIT,Reaktivasi Dormant,Relationship Manager,Lakukan engagement sesuai segmentasi dan perilaku transaksi.,555,POOR,0.14,LOW,KPR,None,3.545296,98.699389,segmentation-kmeans-v2,dormant-xgboost-v2,2026-06-24 14:40:48
CUST000004107,2026-06-01,56-65,F,Jakarta Selatan,Jakarta Selatan,BXY537,Cabang Jakarta Selatan,33,Petani/Nelayan,10-25jt,Individual,5,True,False,False,True,False,False,5,2988911.56,31180.02,33412.69,20209035.07,1214992.12,6,165,2,7,11,3,36,3,Dormant Risk,Nasabah dengan aktivitas rendah dan risiko dormant,0.6724,False,MEDIUM,0.5008,NO_DIGITAL_LOGIN,Reaktivasi Dormant,Call Center,Lakukan engagement sesuai segmentasi dan perilaku transaksi.,360,BAD,0.5952,MEDIUM,KPR,None,-6.288072,106.764031,segmentation-kmeans-v2,dormant-xgboost-v2,2026-06-24 14:40:48
CUST000004108,2026-06-01,56-65,F,Jakarta Selatan,Jakarta Selatan,BXY300,Cabang Sudirman,135,UMKM,5-10jt,Individual,3,True,False,True,True,False,False,5,3939630.49,41032634.16,39229592.23,31234716.27,9994093.67,42,19,4,66,9,5,19,9,Mass Retail,Nasabah retail umum dengan transaksi reguler,0.6538,False,LOW,0.1878,BALANCE_DECLINE,Cross-sell Deposito,Call Center,Lakukan engagement sesuai segmentasi dan perilaku transaksi.,643,POOR,0.2047,LOW,KKB,None,-6.28006,106.796261,segmentation-kmeans-v2,dormant-xgboost-v2,2026-06-24 14:40:48
CUST000004109,2026-06-01,56-65,F,Yogyakarta,Yogyakarta,BXY191,Cabang Yogyakarta Malioboro,19,Petani/Nelayan,10-25jt,Individual,3,True,False,True,True,True,False,2,29120161.03,61967782.38,73750953.96,59997544.42,13569068.29,168,19,4,331,259,180,32,6,Digital Active,Nasabah aktif di channel digital,0.642,False,LOW,0.198,NORMAL_ACTIVITY,Upgrade Digital Banking,Mobile Banking,Dorong penggunaan fitur digital dan transaksi rutin.,660,FAIR,0.1793,LOW,KTA,Active,-7.766552,110.343971,segmentation-kmeans-v2,dormant-xgboost-v2,2026-06-24 14:40:48
CUST000004110,2026-06-01,36-45,M,Pontianak,Pontianak,BXY380,Cabang Pontianak,108,Pegawai,5-10jt,Individual,1,True,True,True,True,False,False,5,356321474.72,1074438136.74,1141833736.88,85784956.74,5983819.47,37,18,4,63,86,4,36,8,Affluent Depositor,Nasabah saldo tinggi dengan kepemilikan deposito kuat,0.7367,False,LOW,0.0893,NORMAL_ACTIVITY,Cross-sell Deposito,Relationship Manager,Tawarkan produk deposito atau wealth bundling sesuai profil saldo.,804,GOOD,0.0716,LOW,KTA,None,-0.030646,109.334745,segmentation-kmeans-v2,dormant-xgboost-v2,2026-06-24 14:40:48
CUST000004111,2026-06-01,56-65,F,Surabaya,Surabaya,BXY891,Cabang Basuki Rahmat,20,Pensiunan,10-25jt,SME,4,True,False,True,True,True,True,3,8428511.17,5858670.54,6295431.19,60488613.49,472565.17,7,349,0,5,19,1,47,11,Dormant Risk,Nasabah dengan aktivitas rendah dan risiko dormant,0.5786,True,HIGH,0.9538,LOW_TRANSACTION_COUNT,Reaktivasi Dormant,SMS Campaign,Hubungi nasabah untuk reaktivasi transaksi dan penawaran campaign personal.,408,BAD,0.7713,HIGH,KPR,Passive,-7.255265,112.702487,segmentation-kmeans-v2,dormant-xgboost-v2,2026-06-24 14:40:48
CUST000004112,2026-06-01,26-35,M,Pontianak,Pontianak,BXY107,Cabang Pontianak,32,Pegawai,25-50jt,SME,3,True,True,True,True,True,False,3,28015601.69,55691953.65,66109308.56,774379970.94,6489938.06,73,4,4,102,149,6,44,5,Credit Heavy,Nasabah dengan eksposur pinjaman tinggi,0.7268,False,LOW,0.1367,MATURED_DEPOSIT,Reaktivasi Dormant,Branch Outreach,Lakukan engagement sesuai segmentasi dan perilaku transaksi.,639,POOR,0.1061,LOW,KPR,Passive,-0.027662,109.364898,segmentation-kmeans-v2,dormant-xgboost-v2,2026-06-24 14:40:48
CUST000004113,2026-06-01,18-25,F,Manado,Manado,BXY230,Cabang Manado,58,UMKM,10-25jt,SME,3,True,False,True,True,True,True,2,10877795.93,8862900.87,9445206.66,15442673.36,6945410.59,59,5,5,36,104,6,13,12,Payroll Customer,Nasabah payroll aktif,0.8204,False,LOW,0.0976,LOW_TRANSACTION_COUNT,Loan Restructure Outreach,Relationship Manager,Lakukan engagement sesuai segmentasi dan perilaku transaksi.,620,POOR,0.1929,LOW,KTA,Passive,1.498034,124.822657,segmentation-kmeans-v2,dormant-xgboost-v2,2026-06-24 14:40:48
CUST000004114,2026-06-01,46-55,M,Samarinda,Samarinda,BXY546,Cabang Samarinda,99,Pegawai,5-10jt,SME,6,True,False,True,False,False,False,1,26790920.36,14819752.08,16066843.9,9329397.49,5066289.25,71,2,6,203,114,15,15,1,Mass Retail,Nasabah retail umum dengan transaksi reguler,0.7181,False,LOW,0.056,NORMAL_ACTIVITY,Upgrade Digital Banking,Mobile Banking,Lakukan engagement sesuai segmentasi dan perilaku transaksi.,682,FAIR,0.1189,LOW,None,None,-0.453773,117.150259,segmentation-kmeans-v2,dormant-xgboost-v2,2026-06-24 14:40:48
CUST000004115,2026-06-01,26-35,M,Depok,Depok,BXY852,Cabang Depok,221,Wiraswasta,25-50jt,SME,5,True,False,True,True,True,True,5,7035661.35,25562214.93,29085240.02,969742036.42,5007107.69,60,25,6,37,24,12,11,3,Credit Heavy,Nasabah dengan eksposur pinjaman tinggi,0.6726,False,LOW,0.107,BALANCE_DECLINE,SME Advisory,SMS Campaign,Lakukan engagement sesuai segmentasi dan perilaku transaksi.,664,FAIR,0.0819,LOW,KPR,Passive,-6.44659,106.821507,segmentation-kmeans-v2,dormant-xgboost-v2,2026-06-24 14:40:48
CUST000004116,2026-06-01,56-65,F,Bandung,Bandung,BXY826,Cabang Bandung Dago,97,Wiraswasta,25-50jt,Individual,1,True,False,True,True,True,True,3,17448029.9,34909203.31,38284234.32,63343671.96,14695390.98,109,16,4,60,198,77,58,10,Digital Active,Nasabah aktif di channel digital,0.9286,False,LOW,0.1682,NORMAL_ACTIVITY,Upgrade Digital Banking,Mobile Banking,Dorong penggunaan fitur digital dan transaksi rutin.,537,BAD,0.0374,LOW,KKB,Active,-6.926274,107.637469,segmentation-kmeans-v2,dormant-xgboost-v2,2026-06-24 14:40:48
CUST000004117,2026-06-01,18-25,M,Sidoarjo,Sidoarjo,BXY753,Cabang Waru,4,Petani/Nelayan,10-25jt,Individual,1,True,False,True,True,True,True,4,17338227.65,33789873.62,35452872.15,64937660.8,14654552.69,18,3,3,47,4,8,46,5,Payroll Customer,Nasabah payroll aktif,0.883,False,LOW,0.2203,MATURED_DEPOSIT,Loan Restructure Outreach,Branch Outreach,Lakukan engagement sesuai segmentasi dan perilaku transaksi.,751,GOOD,0.2942,LOW,KPR,Passive,-7.470149,112.689298,segmentation-kmeans-v2,dormant-xgboost-v2,2026-06-24 14:40:48
CUST000004118,2026-06-01,46-55,F,Jakarta Barat,Jakarta Barat,BXY340,Cabang Jakarta Barat,121,Pelajar,5-10jt,SME,6,True,False,True,True,True,False,2,18642690.83,21840982.05,22588250.96,1184661352.41,11742625.69,71,5,4,164,83,10,57,10,Credit Heavy,Nasabah dengan eksposur pinjaman tinggi,0.9375,False,LOW,0.0681,NORMAL_ACTIVITY,Cross-sell Deposito,Relationship Manager,Lakukan engagement sesuai segmentasi dan perilaku transaksi.,573,POOR,0.1692,LOW,KPR,Passive,-6.098825,106.770002,segmentation-kmeans-v2,dormant-xgboost-v2,2026-06-24 14:40:48
CUST000004119,2026-06-01,56-65,M,Surabaya,Surabaya,BXY858,Cabang Darmo,234,Pegawai,25-50jt,Individual,4,True,False,False,True,True,True,2,20132333.95,308782.16,315848.55,95366131.79,10900440.82,115,25,4,34,6,105,4,2,Digital Active,Nasabah aktif di channel digital,0.85,False,LOW,0.129,NORMAL_ACTIVITY,Upgrade Digital Banking,Mobile Banking,Dorong penggunaan fitur digital dan transaksi rutin.,578,POOR,0.1227,LOW,KKB,Active,-7.29678,112.780763,segmentation-kmeans-v2,dormant-xgboost-v2,2026-06-24 14:40:48
CUST000004120,2026-06-01,>65,F,Madiun,Madiun,BXY316,Cabang Madiun,160,UMKM,<5jt,SME,2,True,True,True,True,True,False,1,159173668.94,9344777.14,9717448.34,814715080.07,7569005.41,70,21,4,32,52,14,37,1,SME Owner,Nasabah pemilik usaha kecil dan menengah,0.9295,False,LOW,0.1877,MATURED_DEPOSIT,Reaktivasi Dormant,Mobile Banking,Lakukan engagement sesuai segmentasi dan perilaku transaksi.,526,BAD,0.1387,LOW,KTA,Passive,-7.637156,111.521362,segmentation-kmeans-v2,dormant-xgboost-v2,2026-06-24 14:40:48
CUST000004121,2026-06-01,>65,F,Balikpapan,Balikpapan,BXY654,Cabang Balikpapan,43,Wiraswasta,<5jt,Individual,2,True,False,True,True,True,True,4,442788897.15,1209368796.13,1321014102.25,96204389.77,2101707.51,60,15,3,111,129,11,23,9,Affluent Depositor,Nasabah saldo tinggi dengan kepemilikan deposito kuat,0.5798,False,LOW,0.2254,NORMAL_ACTIVITY,Cross-sell Deposito,Relationship Manager,Tawarkan produk deposito atau wealth bundling sesuai profil saldo.,808,GOOD,0.1518,LOW,KTA,Passive,-1.241656,116.790712,segmentation-kmeans-v2,dormant-xgboost-v2,2026-06-24 14:40:48
CUST000004122,2026-06-01,18-25,F,Padang,Padang,BXY891,Cabang Padang,173,Pensiunan,<5jt,SME,2,True,False,True,True,True,False,5,34532155.54,12512087.38,12201660.93,22756398.05,2398430.33,73,16,5,30,19,11,44,6,Payroll Customer,Nasabah payroll aktif,0.8162,False,LOW,0.1152,LOW_ACTIVITY,Loan Restructure Outreach,Branch Outreach,Lakukan engagement sesuai segmentasi dan perilaku transaksi.,648,POOR,0.1725,LOW,KTA,Passive,-0.933898,100.385589,segmentation-kmeans-v2,dormant-xgboost-v2,2026-06-24 14:40:48
CUST000004123,2026-06-01,>65,F,Bojonegoro,Bojonegoro,BXY874,Cabang Bojonegoro,37,UMKM,25-50jt,Individual,4,True,False,True,True,True,True,3,17643840.56,50733339.39,61443437.5,69453083.37,11646141.32,74,15,6,189,201,58,22,8,Digital Active,Nasabah aktif di channel digital,0.6815,False,LOW,0.0,NORMAL_ACTIVITY,Upgrade Digital Banking,Mobile Banking,Dorong penggunaan fitur digital dan transaksi rutin.,586,POOR,0.0,LOW,KKB,Active,-7.203734,111.844328,segmentation-kmeans-v2,dormant-xgboost-v2,2026-06-24 14:40:48
CUST000004124,2026-06-01,46-55,F,Bojonegoro,Bojonegoro,BXY490,Cabang Bojonegoro,144,Petani/Nelayan,<5jt,Individual,1,True,False,True,True,True,True,1,34639579.95,57043027.14,54351708.75,48278917.56,1454968.25,61,7,4,103,86,97,16,2,Digital Active,Nasabah aktif di channel digital,0.8516,False,LOW,0.0637,NORMAL_ACTIVITY,Upgrade Digital Banking,Mobile Banking,Dorong penggunaan fitur digital dan transaksi rutin.,513,BAD,0.0098,LOW,KKB,Active,-7.194823,111.877961,segmentation-kmeans-v2,dormant-xgboost-v2,2026-06-24 14:40:48
CUST000004125,2026-06-01,18-25,M,Sorong,Sorong,BXY840,Cabang Sorong,141,Petani/Nelayan,<5jt,Individual,5,True,True,True,True,True,True,3,15639638.85,44981933.81,51009644.98,87445092.72,9783153.63,63,5,4,80,164,15,5,8,Payroll Customer,Nasabah payroll aktif,0.7023,False,LOW,0.0913,MATURED_DEPOSIT,SME Advisory,Branch Outreach,Lakukan engagement sesuai segmentasi dan perilaku transaksi.,735,FAIR,0.1397,LOW,KPR,Passive,-0.909051,131.251963,segmentation-kmeans-v2,dormant-xgboost-v2,2026-06-24 14:40:48
CUST000004126,2026-06-01,18-25,M,Sidoarjo,Sidoarjo,BXY376,Cabang Sidoarjo,35,Wiraswasta,>50jt,SME,2,True,True,True,True,False,False,3,6553501.79,40252692.73,44804958.98,36462692.53,8374660.13,22,8,4,21,62,8,36,0,Mass Retail,Nasabah retail umum dengan transaksi reguler,0.5965,False,LOW,0.1213,MATURED_DEPOSIT,SME Advisory,Relationship Manager,Lakukan engagement sesuai segmentasi dan perilaku transaksi.,539,BAD,0.2137,LOW,KKB,None,-7.416143,112.733625,segmentation-kmeans-v2,dormant-xgboost-v2,2026-06-24 14:40:48
CUST000004127,2026-06-01,36-45,M,Denpasar,Denpasar,BXY217,Cabang Kuta,122,Wiraswasta,<5jt,Individual,4,True,False,False,False,False,False,2,4082854.17,2694426.16,3326643.05,5507014.4,8767115.9,2,107,0,2,6,1,24,8,Dormant Risk,Nasabah dengan aktivitas rendah dan risiko dormant,0.8628,True,HIGH,0.7468,LOW_ACTIVITY,Reaktivasi Dormant,SMS Campaign,Hubungi nasabah untuk reaktivasi transaksi dan penawaran campaign personal.,327,BAD,0.7908,HIGH,None,None,-8.655888,115.190415,segmentation-kmeans-v2,dormant-xgboost-v2,2026-06-24 14:40:48
CUST000004128,2026-06-01,18-25,F,Banjarmasin,Banjarmasin,BXY813,Cabang Banjarmasin,161,Pelajar,>50jt,Individual,2,True,False,True,True,True,True,1,19691408.32,44605547.55,49221647.31,92779984.23,8975610.25,88,11,4,105,210,54,38,9,Digital Active,Nasabah aktif di channel digital,0.9778,False,LOW,0.0982,NORMAL_ACTIVITY,Upgrade Digital Banking,Mobile Banking,Dorong penggunaan fitur digital dan transaksi rutin.,744,FAIR,0.0,LOW,KKB,Active,-3.30893,114.589375,segmentation-kmeans-v2,dormant-xgboost-v2,2026-06-24 14:40:48
CUST000004129,2026-06-01,>65,M,Balikpapan,Balikpapan,BXY567,Cabang Balikpapan,72,Pegawai,10-25jt,SME,1,True,False,True,True,True,False,1,21184628.04,62529509.74,73644790.22,13441297.78,12275737.57,64,9,4,21,163,0,59,1,Mass Retail,Nasabah retail umum dengan transaksi reguler,0.6208,False,LOW,0.2062,LOW_TRANSACTION_COUNT,Upgrade Digital Banking,Mobile Banking,Lakukan engagement sesuai segmentasi dan perilaku transaksi.,687,FAIR,0.1809,LOW,KPR,Passive,-1.275895,116.860903,segmentation-kmeans-v2,dormant-xgboost-v2,2026-06-24 14:40:48
CUST000004130,2026-06-01,18-25,M,Denpasar,Denpasar,BXY719,Cabang Kuta,83,Petani/Nelayan,25-50jt,Individual,1,True,False,True,True,True,False,5,9552683.14,76069425.39,74723719.54,37668343.01,5342963.36,49,7,4,120,57,101,4,9,Digital Active,Nasabah aktif di channel digital,0.7531,False,LOW,0.149,NORMAL_ACTIVITY,Upgrade Digital Banking,Mobile Banking,Dorong penggunaan fitur digital dan transaksi rutin.,600,POOR,0.0686,LOW,KTA,Active,-8.638895,115.258093,segmentation-kmeans-v2,dormant-xgboost-v2,2026-06-24 14:40:48
CUST000004131,2026-06-01,26-35,M,Bandung,Bandung,BXY317,Cabang Bandung Dago,132,Profesional,>50jt,Individual,2,True,False,True,True,True,True,3,19430828.73,14078490.37,14829119.74,33294072.26,5645879.92,80,6,6,222,64,0,9,4,Mass Retail,Nasabah retail umum dengan transaksi reguler,0.8892,False,LOW,0.1742,BALANCE_DECLINE,Cross-sell Deposito,SMS Campaign,Lakukan engagement sesuai segmentasi dan perilaku transaksi.,587,POOR,0.2073,LOW,KPR,Passive,-6.899783,107.593644,segmentation-kmeans-v2,dormant-xgboost-v2,2026-06-24 14:40:48
CUST000004132,2026-06-01,26-35,F,Pasuruan,Pasuruan,BXY218,Cabang Pasuruan,60,Pelajar,<5jt,SME,3,True,True,True,True,True,True,2,1835433.55,63241624.17,61867737.6,21666861.02,2123958.5,92,21,5,109,0,170,18,1,Digital Active,Nasabah aktif di channel digital,0.6848,False,LOW,0.1387,NORMAL_ACTIVITY,Upgrade Digital Banking,Mobile Banking,Dorong penggunaan fitur digital dan transaksi rutin.,649,POOR,0.0871,LOW,KPR,Active,-7.682268,112.942704,segmentation-kmeans-v2,dormant-xgboost-v2,2026-06-24 14:40:48
CUST000004133,2026-06-01,18-25,M,Solo,Solo,BXY734,Cabang Solo Slamet Riyadi,239,Pegawai,<5jt,Individual,5,True,False,False,True,False,False,1,27846726.14,1592947.18,1572319.73,82936653.21,11638624.72,60,19,6,165,141,2,26,4,Mass Retail,Nasabah retail umum dengan transaksi reguler,0.765,False,LOW,0.1669,NO_DIGITAL_LOGIN,SME Advisory,SMS Campaign,Lakukan engagement sesuai segmentasi dan perilaku transaksi.,516,BAD,0.1799,LOW,KTA,None,-7.601187,110.857064,segmentation-kmeans-v2,dormant-xgboost-v2,2026-06-24 14:40:48
CUST000004134,2026-06-01,26-35,M,Manado,Manado,BXY666,Cabang Manado,70,UMKM,>50jt,SME,2,True,False,True,True,True,False,4,14255921.08,43187056.2,45132297.15,62235540.3,13043604.11,107,24,5,177,16,50,39,1,Digital Active,Nasabah aktif di channel digital,0.6698,False,LOW,0.0513,NORMAL_ACTIVITY,Upgrade Digital Banking,Mobile Banking,Dorong penggunaan fitur digital dan transaksi rutin.,504,BAD,0.0,LOW,KPR,Active,1.429922,124.829776,segmentation-kmeans-v2,dormant-xgboost-v2,2026-06-24 14:40:48
CUST000004135,2026-06-01,46-55,M,Balikpapan,Balikpapan,BXY407,Cabang Balikpapan,202,UMKM,25-50jt,Individual,2,True,False,True,False,False,False,5,26428120.36,59588865.21,73392571.29,4842976.18,6611619.05,65,21,6,58,52,17,44,2,Mass Retail,Nasabah retail umum dengan transaksi reguler,0.7449,False,LOW,0.0,LOW_ACTIVITY,Loan Restructure Outreach,SMS Campaign,Lakukan engagement sesuai segmentasi dan perilaku transaksi.,656,FAIR,0.0,LOW,None,None,-1.303795,116.845361,segmentation-kmeans-v2,dormant-xgboost-v2,2026-06-24 14:40:48
CUST000004136,2026-06-01,46-55,M,Banda Aceh,Banda Aceh,BXY382,Cabang Banda Aceh,147,UMKM,<5jt,SME,6,True,False,True,True,False,False,5,11933550.55,60632381.62,60500601.0,45123795.48,8184515.04,56,12,3,105,119,14,37,4,Mass Retail,Nasabah retail umum dengan transaksi reguler,0.8645,False,LOW,0.1704,NO_DIGITAL_LOGIN,Payroll Bundle,Branch Outreach,Lakukan engagement sesuai segmentasi dan perilaku transaksi.,523,BAD,0.259,LOW,KPR,None,5.550385,95.373251,segmentation-kmeans-v2,dormant-xgboost-v2,2026-06-24 14:40:48
CUST000004137,2026-06-01,36-45,F,Jayapura,Jayapura,BXY911,Cabang Jayapura,230,Wiraswasta,<5jt,Individual,3,True,False,True,True,True,True,1,445972959.19,530222072.59,513214085.1,49780295.09,9978704.53,46,16,3,24,41,18,19,1,Affluent Depositor,Nasabah saldo tinggi dengan kepemilikan deposito kuat,0.9779,False,LOW,0.1758,NORMAL_ACTIVITY,Cross-sell Deposito,Branch Outreach,Tawarkan produk deposito atau wealth bundling sesuai profil saldo.,824,GOOD,0.2252,LOW,KPR,Passive,-2.574931,140.620658,segmentation-kmeans-v2,dormant-xgboost-v2,2026-06-24 14:40:48
CUST000004138,2026-06-01,46-55,F,Depok,Depok,BXY372,Cabang Depok,232,Pelajar,<5jt,Individual,3,True,False,True,True,False,False,3,5509823.97,8963288.04,9621464.81,16802437.42,2835217.34,1,223,0,3,2,2,22,3,Dormant Risk,Nasabah dengan aktivitas rendah dan risiko dormant,0.7167,True,HIGH,0.9643,LOW_TRANSACTION_COUNT,Reaktivasi Dormant,Call Center,Hubungi nasabah untuk reaktivasi transaksi dan penawaran campaign personal.,339,BAD,0.9706,HIGH,KPR,None,-6.379405,106.763775,segmentation-kmeans-v2,dormant-xgboost-v2,2026-06-24 14:40:48
CUST000004139,2026-06-01,18-25,M,Banda Aceh,Banda Aceh,BXY676,Cabang Banda Aceh,5,Pelajar,25-50jt,SME,1,True,False,True,True,True,True,2,31873565.78,30691262.6,32826568.64,98434402.67,9850891.82,41,25,6,84,71,144,38,11,Digital Active,Nasabah aktif di channel digital,0.8446,False,LOW,0.0093,NORMAL_ACTIVITY,Upgrade Digital Banking,Mobile Banking,Dorong penggunaan fitur digital dan transaksi rutin.,714,FAIR,0.0134,LOW,KTA,Active,5.510449,95.293623,segmentation-kmeans-v2,dormant-xgboost-v2,2026-06-24 14:40:48
CUST000004140,2026-06-01,18-25,F,Balikpapan,Balikpapan,BXY229,Cabang Balikpapan,237,Wiraswasta,5-10jt,SME,5,True,False,True,True,True,True,3,33321305.08,20229829.08,22078367.84,18251887.66,13493665.06,140,4,5,131,275,93,58,1,Digital Active,Nasabah aktif di channel digital,0.753,False,LOW,0.0186,NORMAL_ACTIVITY,Upgrade Digital Banking,Mobile Banking,Dorong penggunaan fitur digital dan transaksi rutin.,518,BAD,0.0,LOW,KPR,Active,-1.301186,116.801168,segmentation-kmeans-v2,dormant-xgboost-v2,2026-06-24 14:40:48
CUST000004141,2026-06-01,26-35,M,Tangerang,Tangerang,BXY893,Cabang Tangerang,87,UMKM,25-50jt,SME,5,True,True,True,True,False,False,2,219937571.46,26194666.01,30526341.77,495015814.13,1432989.69,37,6,6,60,87,7,3,10,SME Owner,Nasabah pemilik usaha kecil dan menengah,0.7419,False,LOW,0.0,MATURED_DEPOSIT,Cross-sell Deposito,Relationship Manager,Lakukan engagement sesuai segmentasi dan perilaku transaksi.,502,BAD,0.0,LOW,KTA,None,-6.22732,106.603416,segmentation-kmeans-v2,dormant-xgboost-v2,2026-06-24 14:40:48
CUST000004142,2026-06-01,46-55,M,Bogor,Bogor,BXY306,Cabang Bogor Sudirman,240,Pelajar,10-25jt,Individual,6,True,False,True,True,True,True,2,98038812.22,540316961.42,598678930.8,64926841.93,1377717.05,56,24,4,133,167,11,27,4,Affluent Depositor,Nasabah saldo tinggi dengan kepemilikan deposito kuat,0.9305,False,LOW,0.1369,NORMAL_ACTIVITY,Cross-sell Deposito,Branch Outreach,Tawarkan produk deposito atau wealth bundling sesuai profil saldo.,816,GOOD,0.11,LOW,KTA,Passive,-6.595905,106.810929,segmentation-kmeans-v2,dormant-xgboost-v2,2026-06-24 14:40:48
CUST000004143,2026-06-01,26-35,M,Jember,Jember,BXY918,Cabang Jember,127,UMKM,10-25jt,SME,6,True,True,True,True,True,False,2,44578679.36,31522113.62,30754426.67,1486386081.44,843869.66,36,4,3,10,21,2,22,9,SME Owner,Nasabah pemilik usaha kecil dan menengah,0.5567,False,LOW,0.2404,BALANCE_DECLINE,Upgrade Digital Banking,Relationship Manager,Lakukan engagement sesuai segmentasi dan perilaku transaksi.,697,FAIR,0.1508,LOW,KTA,Passive,-8.153,113.635729,segmentation-kmeans-v2,dormant-xgboost-v2,2026-06-24 14:40:48
CUST000004144,2026-06-01,46-55,F,Sidoarjo,Sidoarjo,BXY150,Cabang Waru,27,Pegawai,10-25jt,SME,1,True,False,True,True,False,False,1,21204788.88,56858353.64,65391709.2,14308690.96,11654564.97,26,8,4,64,2,9,59,1,Payroll Customer,Nasabah payroll aktif,0.6854,False,LOW,0.0754,LOW_TRANSACTION_COUNT,Upgrade Digital Banking,Mobile Banking,Lakukan engagement sesuai segmentasi dan perilaku transaksi.,631,POOR,0.0866,LOW,KTA,None,-7.458996,112.759758,segmentation-kmeans-v2,dormant-xgboost-v2,2026-06-24 14:40:48
CUST000004145,2026-06-01,26-35,F,Bojonegoro,Bojonegoro,BXY909,Cabang Bojonegoro,19,Pensiunan,>50jt,SME,1,True,True,False,True,True,True,4,2709987.45,2269032.54,2385963.22,68355079.1,2370680.64,66,4,3,30,30,16,23,6,Mass Retail,Nasabah retail umum dengan transaksi reguler,0.5756,False,LOW,0.1412,LOW_ACTIVITY,SME Advisory,Mobile Banking,Lakukan engagement sesuai segmentasi dan perilaku transaksi.,642,POOR,0.1514,LOW,KTA,Passive,-7.180745,111.879683,segmentation-kmeans-v2,dormant-xgboost-v2,2026-06-24 14:40:48
